LOCATION	INDICATOR	SUBJECT	MEASURE	FREQUENCY	TIME	Value	Flag Codes
DEU	CCI	AMPLITUD	LTRENDIDX	M	2002-09	99.73705	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2002-10	99.2737	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2002-11	98.63829	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2002-12	98.17162	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2003-01	97.98627	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2003-02	97.92139	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2003-03	97.88885	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2003-04	97.909	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2003-05	97.92369	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2003-06	98.06873	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2003-07	98.23498	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2003-08	98.33289	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2003-09	98.40411	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2003-10	98.53826	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2003-11	98.68465	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2003-12	98.73751	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2004-01	98.75533	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2004-02	98.79088	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2004-03	98.71261	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2004-04	98.63709	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2004-05	98.61237	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2004-06	98.63496	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2004-07	98.57227	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2004-08	98.52016	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2004-09	98.52937	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2004-10	98.46738	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2004-11	98.49194	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2004-12	98.61569	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2005-01	98.75481	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2005-02	98.69298	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2005-03	98.64432	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2005-04	98.75943	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2005-05	98.85231	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2005-06	98.82637	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2005-07	98.78635	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2005-08	98.85948	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2005-09	99.03069	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2005-10	99.23047	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2005-11	99.41217	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2005-12	99.65951	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2006-01	99.82924	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2006-02	99.87432	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2006-03	99.96666	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2006-04	100.1741	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2006-05	100.339	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2006-06	100.3092	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2006-07	100.1686	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2006-08	100.0177	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2006-09	99.96847	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2006-10	100.0169	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2006-11	100.2389	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2006-12	100.5805	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2007-01	100.9144	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2007-02	101.239	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2007-03	101.5932	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2007-04	101.9952	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2007-05	102.2787	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2007-06	102.3044	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2007-07	102.1163	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2007-08	101.7689	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2007-09	101.4864	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2007-10	101.3377	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2007-11	101.2108	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2007-12	101.0502	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2008-01	100.837	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2008-02	100.6765	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2008-03	100.6893	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2008-04	100.7631	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2008-05	100.6562	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2008-06	100.4357	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2008-07	100.0872	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2008-08	99.75028	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2008-09	99.48125	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2008-10	99.06413	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2008-11	98.44026	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2008-12	97.68678	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2009-01	97.02612	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2009-02	96.5411	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2009-03	96.23586	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2009-04	96.16987	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2009-05	96.33907	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2009-06	96.72715	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2009-07	97.20956	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2009-08	97.69192	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2009-09	98.11025	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2009-10	98.37283	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2009-11	98.43909	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2009-12	98.48125	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2010-01	98.49623	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2010-02	98.67302	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2010-03	99.07061	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2010-04	99.49965	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2010-05	99.73919	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2010-06	100.0876	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2010-07	100.7134	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2010-08	101.2777	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2010-09	101.7127	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2010-10	102.0665	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2010-11	102.3316	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2010-12	102.3836	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2011-01	102.3304	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2011-02	102.2697	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2011-03	102.2407	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2011-04	102.2545	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2011-05	102.2946	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2011-06	102.215	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2011-07	101.8613	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2011-08	101.2669	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2011-09	100.8019	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2011-10	100.5688	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2011-11	100.5598	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2011-12	100.685	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2012-01	100.8406	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2012-02	100.8853	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2012-03	100.8802	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2012-04	100.8536	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2012-05	100.8358	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2012-06	100.6362	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2012-07	100.2572	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2012-08	99.84394	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2012-09	99.58153	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2012-10	99.49357	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2012-11	99.48531	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2012-12	99.57783	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2013-01	99.78471	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2013-02	99.99023	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2013-03	100.152	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2013-04	100.2709	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2013-05	100.3759	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2013-06	100.4777	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2013-07	100.5229	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2013-08	100.4818	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2013-09	100.4351	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2013-10	100.4539	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2013-11	100.5588	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2013-12	100.6719	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2014-01	100.819	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2014-02	101.0018	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2014-03	101.2555	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2014-04	101.481	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2014-05	101.6297	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2014-06	101.5949	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2014-07	101.4144	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2014-08	101.1296	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2014-09	100.9078	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2014-10	100.7999	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2014-11	100.7582	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2014-12	100.8019	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2015-01	100.928	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2015-02	101.0962	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2015-03	101.3078	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2015-04	101.4231	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2015-05	101.4323	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2015-06	101.3545	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2015-07	101.1852	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2015-08	100.9444	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2015-09	100.6412	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2015-10	100.4125	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2015-11	100.2992	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2015-12	100.2268	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2016-01	100.133	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2016-02	100.0837	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2016-03	100.1337	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2016-04	100.2871	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2016-05	100.4775	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2016-06	100.6189	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2016-07	100.6491	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2016-08	100.6229	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2016-09	100.6085	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2016-10	100.6553	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2016-11	100.7494	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2016-12	100.8258	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2017-01	100.8641	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2017-02	100.8853	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2017-03	101.0455	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2017-04	101.2778	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2017-05	101.4685	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2017-06	101.6057	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2017-07	101.6316	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2017-08	101.584	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2017-09	101.599	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2017-10	101.6811	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2017-11	101.7759	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2017-12	101.878	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2018-01	101.951	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2018-02	101.9422	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2018-03	101.8999	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2018-04	101.8507	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2018-05	101.7827	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2018-06	101.6955	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2018-07	101.6386	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2018-08	101.6081	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2018-09	101.5898	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2018-10	101.5741	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2018-11	101.5897	
DEU	CCI	AMPLITUD	LTRENDIDX	M	2018-12	101.5727	
KOR	CCI	AMPLITUD	LTRENDIDX	M	1998-12	98.60045	
KOR	CCI	AMPLITUD	LTRENDIDX	M	1999-01	99.01498	
KOR	CCI	AMPLITUD	LTRENDIDX	M	1999-02	99.43705	
KOR	CCI	AMPLITUD	LTRENDIDX	M	1999-03	99.84783	
KOR	CCI	AMPLITUD	LTRENDIDX	M	1999-04	100.3165	
KOR	CCI	AMPLITUD	LTRENDIDX	M	1999-05	100.8318	
KOR	CCI	AMPLITUD	LTRENDIDX	M	1999-06	101.231	
KOR	CCI	AMPLITUD	LTRENDIDX	M	1999-07	101.533	
KOR	CCI	AMPLITUD	LTRENDIDX	M	1999-08	101.7464	
KOR	CCI	AMPLITUD	LTRENDIDX	M	1999-09	101.8964	
KOR	CCI	AMPLITUD	LTRENDIDX	M	1999-10	101.9668	
KOR	CCI	AMPLITUD	LTRENDIDX	M	1999-11	101.9238	
KOR	CCI	AMPLITUD	LTRENDIDX	M	1999-12	101.7312	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2000-01	101.4286	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2000-02	101.1855	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2000-03	100.9634	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2000-04	100.7767	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2000-05	100.62	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2000-06	100.6032	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2000-07	100.5203	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2000-08	100.0557	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2000-09	99.05804	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2000-10	98.16057	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2000-11	97.39056	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2000-12	97.20546	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2001-01	97.61897	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2001-02	98.19585	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2001-03	98.74584	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2001-04	99.23122	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2001-05	99.68404	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2001-06	99.9284	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2001-07	99.88894	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2001-08	99.6234	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2001-09	99.25817	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2001-10	99.34044	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2001-11	99.8018	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2001-12	100.4124	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2002-01	100.977	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2002-02	101.3822	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2002-03	101.6199	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2002-04	101.6761	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2002-05	101.761	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2002-06	101.8712	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2002-07	101.7751	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2002-08	101.438	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2002-09	100.8422	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2002-10	100.0989	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2002-11	99.49026	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2002-12	99.1917	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2003-01	98.98087	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2003-02	98.76115	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2003-03	98.51292	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2003-04	98.5306	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2003-05	98.59798	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2003-06	98.59358	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2003-07	98.64814	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2003-08	98.75105	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2003-09	98.85158	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2003-10	99.10194	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2003-11	99.39343	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2003-12	99.53873	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2004-01	99.49937	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2004-02	99.36169	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2004-03	99.27228	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2004-04	99.28157	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2004-05	99.03524	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2004-06	98.6993	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2004-07	98.39318	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2004-08	98.19689	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2004-09	98.12839	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2004-10	98.04568	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2004-11	97.92301	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2004-12	98.00275	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2005-01	98.55469	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2005-02	99.43295	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2005-03	100.0085	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2005-04	100.0733	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2005-05	99.85273	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2005-06	99.57777	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2005-07	99.49772	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2005-08	99.60156	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2005-09	99.85371	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2005-10	100.142	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2005-11	100.32	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2005-12	100.3506	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2006-01	100.2329	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2006-02	100.0744	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2006-03	99.84578	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2006-04	99.52229	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2006-05	99.27745	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2006-06	99.14911	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2006-07	99.05936	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2006-08	99.04672	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2006-09	99.07896	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2006-10	99.1004	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2006-11	99.05154	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2006-12	98.91688	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2007-01	98.86029	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2007-02	98.96167	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2007-03	99.11783	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2007-04	99.35637	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2007-05	99.67953	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2007-06	100.0333	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2007-07	100.3649	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2007-08	100.5805	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2007-09	100.6635	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2007-10	100.6839	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2007-11	100.6113	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2007-12	100.5197	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2008-01	100.2966	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2008-02	99.94231	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2008-03	99.48164	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2008-04	98.93735	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2008-05	98.25448	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2008-06	97.79279	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2008-07	97.83289	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2008-08	98.32861	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2008-09	98.38233	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2008-10	97.82566	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2008-11	97.16574	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2008-12	96.75767	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2009-01	96.77222	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2009-02	97.08488	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2009-03	97.78036	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2009-04	99.01297	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2009-05	100.1381	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2009-06	100.9022	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2009-07	101.5287	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2009-08	102.1269	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2009-09	102.5848	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2009-10	102.8362	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2009-11	102.6964	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2009-12	102.4594	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2010-01	102.2582	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2010-02	102.0603	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2010-03	101.9549	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2010-04	101.9358	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2010-05	101.9896	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2010-06	102.0624	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2010-07	102.0238	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2010-08	101.8707	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2010-09	101.7659	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2010-10	101.7933	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2010-11	101.9072	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2010-12	101.8352	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2011-01	101.5011	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2011-02	100.9063	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2011-03	100.2219	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2011-04	100.0027	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2011-05	100.0547	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2011-06	100.0003	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2011-07	99.83205	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2011-08	99.56924	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2011-09	99.49503	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2011-10	99.64082	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2011-11	99.75653	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2011-12	99.5975	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2012-01	99.55271	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2012-02	99.80029	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2012-03	100.1273	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2012-04	100.4091	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2012-05	100.3684	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2012-06	100.0033	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2012-07	99.67989	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2012-08	99.49347	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2012-09	99.38462	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2012-10	99.39468	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2012-11	99.44587	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2012-12	99.53888	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2013-01	99.73627	
KOR	CCI	AMPLITUD	LTRENDIDX	M	2013-02	99.89646	
